Displayname,Alertname,TimeRaised,TimeStopped,TimePeriod,Time Of Day,Share,HourofDay,Day,Month
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 01:52,20/08/2017 02:02,601, 02:02,20.03%,1,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 03:52,20/08/2017 04:07,902, 04:07,30.07%,3,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 05:52,20/08/2017 06:02,600, 06:02,20.00%,5,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 09:57,20/08/2017 10:07,602, 10:07,20.07%,9,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 13:57,20/08/2017 14:07,601, 14:07,20.03%,13,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 16:02,20/08/2017 16:17,900, 16:17,30.00%,16,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 18:07,20/08/2017 18:32,1500, 18:32,50.00%,18,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 20:07,20/08/2017 20:27,1201, 20:27,40.03%,20,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 22:07,20/08/2017 22:37,1800, 22:37,60.00%,22,20,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 06:12,21/08/2017 06:27,900, 06:27,30.00%,6,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 10:02,21/08/2017 10:07,301, 10:07,10.03%,10,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 12:17,21/08/2017 12:37,1200, 12:37,40.00%,12,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 14:02,21/08/2017 14:07,301, 14:07,10.03%,14,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 16:22,21/08/2017 16:37,901, 16:37,30.03%,16,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 18:22,21/08/2017 18:42,1199, 18:42,39.97%,18,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 20:27,21/08/2017 20:52,1501, 20:52,50.03%,20,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 22:22,21/08/2017 22:47,1501, 22:47,50.03%,22,21,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 03:52,22/08/2017 04:02,600, 04:02,20.00%,3,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 06:27,22/08/2017 06:52,1501, 06:52,50.03%,6,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 08:27,22/08/2017 08:52,1501, 08:52,50.03%,8,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 10:32,22/08/2017 10:57,1500, 10:57,50.00%,10,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 12:32,22/08/2017 13:07,2101, 13:07,70.03%,12,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 14:22,22/08/2017 14:52,1800, 14:52,60.00%,14,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 16:37,22/08/2017 17:47,4200, 17:47,140.00%,16,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 18:32,22/08/2017 19:57,5100, 19:57,170.00%,18,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 20:27,22/08/2017 20:37,601, 20:37,20.03%,20,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 21:07,22/08/2017 22:27,4801, 22:27,160.03%,21,22,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 22:57,23/08/2017 00:12,4500, 00:12,150.00%,22,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 00:42,23/08/2017 01:02,1200, 01:02,40.00%,0,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 01:52,23/08/2017 01:57,300, 01:57,10.00%,1,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 02:27,23/08/2017 03:07,2400, 03:07,80.00%,2,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 04:57,23/08/2017 05:07,600, 05:07,20.00%,4,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 05:42,23/08/2017 06:37,3301, 06:37,110.03%,5,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 08:42,23/08/2017 08:52,601, 08:52,20.03%,8,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 10:42,23/08/2017 11:07,1500, 11:07,50.00%,10,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 12:32,23/08/2017 12:42,600, 12:42,20.00%,12,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 14:37,23/08/2017 15:02,1501, 15:02,50.03%,14,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 16:47,23/08/2017 17:22,2100, 17:22,70.00%,16,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 18:22,23/08/2017 20:57,9299, 20:57,309.97%,18,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 21:27,23/08/2017 22:32,3901, 22:32,130.03%,21,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 23:02,23/08/2017 23:22,1201, 23:22,40.03%,23,23,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 00:02,24/08/2017 00:07,300, 00:07,10.00%,0,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 01:02,24/08/2017 01:17,901, 01:17,30.03%,1,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 05:02,24/08/2017 05:17,900, 05:17,30.00%,5,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 07:07,24/08/2017 07:17,601, 07:17,20.03%,7,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 13:02,24/08/2017 13:07,301, 13:07,10.03%,13,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 19:27,24/08/2017 20:17,3001, 20:17,100.03%,19,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 21:07,24/08/2017 21:27,1200, 21:27,40.00%,21,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 23:17,24/08/2017 23:27,599, 23:27,19.97%,23,24,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 02:57,25/08/2017 03:07,601, 03:07,20.03%,2,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 07:47,25/08/2017 07:57,600, 07:57,20.00%,7,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 09:12,25/08/2017 09:22,599, 09:22,19.97%,9,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 13:07,25/08/2017 13:22,899, 13:22,29.97%,13,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 17:47,25/08/2017 18:12,1500, 18:12,50.00%,17,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 19:32,25/08/2017 19:52,1200, 19:52,40.00%,19,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 21:52,25/08/2017 21:57,300, 21:57,10.00%,21,25,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 02:22,26/08/2017 02:37,901, 02:37,30.03%,2,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 05:37,26/08/2017 06:12,2100, 06:12,70.00%,5,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 07:42,26/08/2017 07:52,600, 07:52,20.00%,7,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 09:47,26/08/2017 09:52,300, 09:52,10.00%,9,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 11:47,26/08/2017 11:52,300, 11:52,10.00%,11,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 13:57,26/08/2017 14:07,600, 14:07,20.00%,13,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 15:47,26/08/2017 16:17,1800, 16:17,60.00%,15,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 17:52,26/08/2017 18:27,2100, 18:27,70.00%,17,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 20:17,26/08/2017 20:37,1200, 20:37,40.00%,20,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,26/08/2017 21:52,26/08/2017 22:22,1800, 22:22,60.00%,21,26,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 01:52,27/08/2017 02:02,600, 02:02,20.00%,1,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 03:57,27/08/2017 04:07,601, 04:07,20.03%,3,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 06:27,27/08/2017 06:52,1500, 06:52,50.00%,6,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 08:22,27/08/2017 08:52,1800, 08:52,60.00%,8,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 10:02,27/08/2017 10:17,900, 10:17,30.00%,10,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 12:32,27/08/2017 12:47,900, 12:47,30.00%,12,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 14:02,27/08/2017 14:17,900, 14:17,30.00%,14,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 16:07,27/08/2017 16:17,600, 16:17,20.00%,16,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 18:07,27/08/2017 18:17,600, 18:17,20.00%,18,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 20:47,27/08/2017 20:52,300, 20:52,10.00%,20,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 22:07,27/08/2017 22:52,2699, 22:52,89.97%,22,27,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 02:12,28/08/2017 02:32,1199, 02:32,39.97%,2,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 06:17,28/08/2017 06:42,1500, 06:42,50.00%,6,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 08:17,28/08/2017 08:27,601, 08:27,20.03%,8,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 10:22,28/08/2017 10:52,1800, 10:52,60.00%,10,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 12:22,28/08/2017 12:47,1500, 12:47,50.00%,12,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 14:22,28/08/2017 14:47,1500, 14:47,50.00%,14,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 16:27,28/08/2017 16:47,1199, 16:47,39.97%,16,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 18:27,28/08/2017 19:22,3300, 19:22,110.00%,18,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 20:27,28/08/2017 20:42,900, 20:42,30.00%,20,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,28/08/2017 22:27,28/08/2017 23:22,3300, 23:22,110.00%,22,28,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 02:32,29/08/2017 02:52,1200, 02:52,40.00%,2,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 04:27,29/08/2017 04:47,1199, 04:47,39.97%,4,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 06:37,29/08/2017 06:52,901, 06:52,30.03%,6,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 14:52,29/08/2017 15:07,900, 15:07,30.00%,14,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 16:37,29/08/2017 17:32,3299, 17:32,109.97%,16,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 18:47,29/08/2017 19:42,3300, 19:42,110.00%,18,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 20:47,29/08/2017 21:12,1500, 21:12,50.00%,20,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 22:47,29/08/2017 23:17,1800, 23:17,60.00%,22,29,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 00:52,30/08/2017 01:22,1801, 01:22,60.03%,0,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 02:52,30/08/2017 03:07,900, 03:07,30.00%,2,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 05:02,30/08/2017 05:07,299, 05:07,9.97%,5,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 06:57,30/08/2017 07:02,300, 07:02,10.00%,6,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 08:42,30/08/2017 08:57,900, 08:57,30.00%,8,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 09:42,30/08/2017 09:47,301, 09:47,10.03%,9,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 10:52,30/08/2017 10:57,300, 10:57,10.00%,10,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 12:57,30/08/2017 13:17,1200, 13:17,40.00%,12,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 14:32,30/08/2017 15:02,1800, 15:02,60.00%,14,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 16:42,30/08/2017 23:27,24300, 23:27,810.00%,16,30,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 01:07,31/08/2017 01:17,600, 01:17,20.00%,1,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 07:07,31/08/2017 07:27,1200, 07:27,40.00%,7,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 08:37,31/08/2017 09:07,1800, 09:07,60.00%,8,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 10:07,31/08/2017 10:52,2699, 10:52,89.97%,10,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 12:57,31/08/2017 13:12,900, 13:12,30.00%,12,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 14:32,31/08/2017 15:12,2400, 15:12,80.00%,14,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 16:42,31/08/2017 17:52,4201, 17:52,140.03%,16,31,Jul
PRI-SQL-01.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 18:52,31/08/2017 23:22,16200, 23:22,540.00%,18,31,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 18:42,02/08/2017 19:32,3000, 19:32,100.00%,18,2,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 05:32,04/08/2017 05:47,900, 05:47,30.00%,5,4,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 09:22,04/08/2017 09:32,600, 09:32,20.00%,9,4,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 13:12,04/08/2017 13:17,300, 13:17,10.00%,13,4,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 13:47,04/08/2017 14:17,1800, 14:17,60.00%,13,4,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 22:37,04/08/2017 22:42,300, 22:42,10.00%,22,4,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/08/2017 02:07,05/08/2017 02:27,1200, 02:27,40.00%,2,5,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,05/08/2017 03:07,05/08/2017 04:22,4500, 04:22,150.00%,3,5,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/08/2017 03:47,06/08/2017 03:52,301, 03:52,10.03%,3,6,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/08/2017 12:12,06/08/2017 12:17,300, 12:17,10.00%,12,6,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,06/08/2017 20:27,06/08/2017 23:27,10800, 23:27,360.00%,20,6,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 03:32,07/08/2017 03:52,1200, 03:52,40.00%,3,7,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 08:02,07/08/2017 08:12,600, 08:12,20.00%,8,7,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 02:22,08/08/2017 02:42,1200, 02:42,40.00%,2,8,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 10:37,08/08/2017 10:42,300, 10:42,10.00%,10,8,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 14:47,08/08/2017 14:52,300, 14:52,10.00%,14,8,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 18:57,08/08/2017 19:22,1500, 19:22,50.00%,18,8,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 03:07,09/08/2017 06:57,13800, 06:57,460.00%,3,9,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 11:02,09/08/2017 11:27,1500, 11:27,50.00%,11,9,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 15:17,09/08/2017 18:37,12000, 18:37,400.00%,15,9,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 13:47,10/08/2017 14:27,2401, 14:27,80.03%,13,10,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 01:07,11/08/2017 01:47,2400, 01:47,80.00%,1,11,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 10:02,11/08/2017 10:12,600, 10:12,20.00%,10,11,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 18:22,11/08/2017 18:37,900, 18:37,30.00%,18,11,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 22:47,12/08/2017 01:17,9000, 01:17,300.00%,22,12,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 01:32,16/08/2017 02:22,3000, 02:22,100.00%,1,16,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 03:07,16/08/2017 04:27,4801, 04:27,160.03%,3,16,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 05:12,16/08/2017 05:37,1501, 05:37,50.03%,5,16,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 06:12,16/08/2017 06:32,1201, 06:32,40.03%,6,16,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 07:32,16/08/2017 07:52,1200, 07:52,40.00%,7,16,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 07:57,17/08/2017 08:02,301, 08:02,10.03%,7,17,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 08:12,18/08/2017 08:17,300, 08:17,10.00%,8,18,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 05:32,22/08/2017 05:37,299, 05:37,9.97%,5,22,Jul
PRI-SQL-09.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 09:57,22/08/2017 23:27,48604, 23:27,1620.13%,9,22,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 08:30,01/08/2017 08:40,601, 08:40,20.03%,8,1,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 09:25,01/08/2017 09:30,300, 09:30,10.00%,9,1,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 11:00,01/08/2017 11:20,1201, 11:20,40.03%,11,1,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 12:05,01/08/2017 12:50,2701, 12:50,90.03%,12,1,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 13:55,01/08/2017 14:25,1800, 14:25,60.00%,13,1,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 11:30,02/08/2017 11:50,1200, 11:50,40.00%,11,2,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 13:55,02/08/2017 15:05,4201, 15:05,140.03%,13,2,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 15:40,02/08/2017 15:50,602, 15:50,20.07%,15,2,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 07:15,03/08/2017 07:20,300, 07:20,10.00%,7,3,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 08:30,03/08/2017 10:00,5400, 10:00,180.00%,8,3,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 11:00,03/08/2017 13:15,8100, 13:15,270.00%,11,3,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 14:15,03/08/2017 15:10,3300, 15:10,110.00%,14,3,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 15:40,03/08/2017 16:05,1500, 16:05,50.00%,15,3,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 08:50,04/08/2017 08:55,300, 08:55,10.00%,8,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 09:35,04/08/2017 09:40,300, 09:40,10.00%,9,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 10:10,04/08/2017 11:15,3900, 11:15,130.00%,10,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 11:45,04/08/2017 12:10,1501, 12:10,50.03%,11,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 12:55,04/08/2017 13:15,1201, 13:15,40.03%,12,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 14:35,04/08/2017 15:55,4800, 15:55,160.00%,14,4,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 08:15,07/08/2017 08:40,1503, 08:40,50.10%,8,7,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 09:10,07/08/2017 10:30,4800, 10:30,160.00%,9,7,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 11:15,07/08/2017 12:20,3900, 12:20,130.00%,11,7,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 12:50,07/08/2017 12:55,300, 12:55,10.00%,12,7,Jul
